Unnamed: 0,ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long
375422,592-57-5625,4317074292388,Dean,Zavala,M,353 Santiago Coves,West Middlesex,PA,16159,41.1741,-80.4528,4706,Pathologist,1974-03-13,134150585278,adults_2550_male_urban.json,45d8751fa25a22ba9f3c6281e334b599,2019-11-21,15:34:05,1574330645,shopping_net,52.28,0,"fraud_Labadie, Treutel and Bode",42.149016,-81.071418
7121694,422-48-8819,30434383858003,Christina,Nash,F,66484 David Forges Suite 311,Fort Lauderdale,FL,33309,26.1817,-80.1746,711693,Records manager,1957-02-26,785579269914,adults_50up_female_urban.json,6b7391b3e569ea419479612ae16c19bf,2020-10-26,16:01:10,1603708270,personal_care,131.78,0,"fraud_Zemlak, Tillman and Cremin",26.698951,-80.308755
17668071,366-36-5027,38838553447060,Barbara,Roth,F,158 Glover Estate Suite 427,Mount Sterling,IL,62353,39.9803,-90.7414,5637,Consulting civil engineer,1987-11-29,349220945763,adults_2550_female_urban.json,a59d7b49e9e2d7f290504bf231fd978e,2019-09-07,22:26:08,1567875368,shopping_net,39.96,0,"fraud_Little, Gutmann and Lynch",39.955411,-91.180025
4607147,280-39-3254,4124525727383831235,Joshua,Arias,M,6115 Miller Springs,Fresno,CA,93720,36.8579,-119.7655,570271,Aeronautical engineer,1999-03-21,340158424724,young_adults_male_urban.json,ea4c890d04c3707e8a60afa2bb1feea2,2020-07-14,19:56:31,1594736791,health_fitness,26.89,0,fraud_Carroll PLC,36.733971,-119.664692
13401091,290-95-4622,2239709524542664,Marcus,Rivera,M,23943 Walters Locks,Brooklyn,NY,11203,40.6505,-73.9349,2504700,"Lighting technician, broadcasting/film/video",1995-04-07,48535834991,adults_2550_male_urban.json,d30738e940bb6db03f9a7f0c518ee380,2020-08-09,15:54:15,1596968655,home,2.55,0,fraud_O'Connell-Ullrich,40.840573,-73.475031
10394550,299-44-8693,4362266940779375,Melissa,Ware,F,697 Brown Gardens Suite 005,Dyersville,IA,52040,42.4833,-91.1183,5526,Risk analyst,2003-05-05,929627343386,young_adults_female_urban.json,e29ed5917e33b8eeee593aa6fecccf04,2019-08-13,21:46:51,1565713011,misc_pos,7.46,0,fraud_Balistreri-Nader,42.336273,-90.125219
25002339,782-92-2256,3533331867679028,Stephen,Thomas,M,9741 Christopher Knoll,Lakewood,CA,90712,33.8512,-118.1457,79812,Acupuncturist,1992-10-19,474057114189,adults_2550_male_urban.json,ef7c4a0374e9704e17e4f831fec3415d,2019-01-27,07:20:02,1548553802,gas_transport,85.69,0,fraud_Parisian and Sons,34.272438,-117.709001
10677686,643-31-2030,30209773556932,Holly,Adams,F,835 Hannah Unions Apt. 453,Mineral Ridge,OH,44440,41.1318,-80.7553,4967,"Pharmacist, community",1991-07-04,672864069351,adults_2550_female_urban.json,08b2630218d874e7c25315fbe5b20b12,2020-06-07,22:12:03,1591548123,health_fitness,1.67,0,fraud_Erdman-Durgan,40.134895,-81.12838
12418319,467-09-6308,30197374321741,Kevin,Kim,M,940 Williams Mall,Norman,OK,73026,35.2343,-97.2914,113857,Industrial/product designer,2003-04-15,540414426570,young_adults_male_urban.json,56eb019a311a78d051d7e39057f99ac4,2020-03-17,12:43:50,1584429230,entertainment,19.22,0,"fraud_Parker, Nolan and Trantow",36.047934,-96.452815
12638496,547-82-4327,180090510294765,Courtney,Allison,F,838 Walker Falls,Chavies,KY,41727,37.2778,-83.2627,640,Insurance underwriter,1964-08-16,86853679086,adults_50up_female_rural.json,c73217480ba427fa49199d63dfac8dcb,2019-04-11,08:07:01,1554950221,gas_transport,111.24,0,fraud_Ledner-Pfannerstill,37.343758,-82.29774
22096639,233-92-6680,4149939166923,Nancy,Watson,F,5235 Mccullough Fort Suite 704,Richmond,CA,94804,37.9265,-122.3342,81602,"Designer, graphic",2003-10-30,936092254480,young_adults_female_urban.json,38ce8c59ff68d61edf97c7972dcb0a6f,2020-10-10,18:05:13,1602333313,kids_pets,1.69,0,fraud_Bode-Rempel,37.608716,-122.697317
10320086,067-13-5262,6011996012051689,Briana,Maxwell,F,5161 Gerald Summit Suite 483,Pullman,WA,99163,46.7352,-117.1729,31404,Health and safety inspector,2005-04-15,670590257449,young_adults_female_urban.json,70fd43a9895815c31880221a634dec3a,2019-06-01,09:27:34,1559361454,grocery_net,54.89,0,fraud_Runolfsson and Sons,46.660479,-116.774379
12984971,876-43-4841,5329970178098817,Glenn,Porter,M,7652 Ross Islands Apt. 474,Anderson,IN,46016,40.0988,-85.6846,79310,Dramatherapist,1995-11-29,570728092725,adults_2550_male_urban.json,d17192fc6cd51d0a8f375907dd98cdaa,2020-11-11,12:22:58,1605077578,kids_pets,170.22,0,fraud_Crona and Sons,39.300054,-86.386933
3936777,577-79-9723,4523710029596354,Benjamin,Miranda,M,7053 Bob Stravenue Apt. 613,Atlanta,GA,30310,33.7278,-84.4232,900273,Advertising account planner,1995-11-10,313812221100,adults_2550_male_urban.json,8cf3a62221f6d20de64c3071d70f3599,2020-08-30,13:28:52,1598774332,home,44.06,0,fraud_Gulgowski LLC,32.807702,-83.594201
9356475,497-26-7621,4575848363917013,Rodney,French,M,29578 Glen Spring,Alameda,CA,94501,37.7706,-122.2648,73812,"Engineer, manufacturing",1963-01-19,744026084162,adults_50up_male_urban.json,f09b204ee2639565c2adffbf0f10d677,2019-11-05,10:21:05,1572929465,shopping_pos,73.99,0,fraud_Beier-Hyatt,38.696098,-122.845031
29348095,077-50-8038,213176647157149,Theresa,Wheeler,F,95812 Jasmine Estate,Middlesboro,KY,40965,36.6172,-83.7231,13570,Facilities manager,1989-02-07,81926778145,adults_2550_female_urban.json,9024eed06c709fc18640a61a38b4192d,2020-10-23,18:54:32,1603459472,kids_pets,74.92,0,fraud_Fahey Inc,35.950444,-84.496445
7229649,667-01-5932,180053980196266,Brent,Romero,M,3179 Oscar Loop,Gladstone,NM,88422,36.3698,-103.5055,68,Cartographer,1958-01-03,85354007950,adults_50up_male_rural.json,e626060481812a9524610ff218cdb31c,2020-02-22,21:25:36,1582386936,entertainment,7.06,0,fraud_Lind-Buckridge,35.687004,-103.792097
14338979,712-48-5210,3530993842530429,Sarah,Schmitt,F,17912 Potter Rue Suite 787,Cordova,TN,38018,35.1563,-89.7789,78138,Editorial assistant,1975-11-13,783066267688,adults_2550_female_urban.json,5f5aacad3e24832086c828f67fb1d4a8,2019-12-22,12:25:08,1576997708,shopping_pos,142.49,0,"fraud_Roob, Conn and Tremblay",34.465991,-89.20139
9782573,459-96-6480,4182105978153822,Jacob,Bonilla,M,46169 Johnson Junction Suite 025,Urbana,OH,43078,40.1066,-83.7671,20885,Counselling psychologist,1964-03-16,20994037479,adults_50up_male_urban.json,1e3c844664a8fae25048848f3907b3f6,2019-04-07,04:49:03,1554592743,grocery_net,902.96,0,fraud_Heller-Abshire,39.65968,-83.216939
22302453,002-92-6203,3521704668708176,Lisa,Thomas,F,7123 Joseph Square,Crawfordville,FL,32327,30.2108,-84.3205,26953,Lobbyist,1988-11-23,246992586688,adults_2550_female_urban.json,18873734a4265bdd5cce74f1bcdfa8df,2019-11-16,15:09:35,1573897175,shopping_pos,1.28,0,"fraud_Douglas, Schneider and Turner",29.53838,-83.340001
483037,418-25-5130,4633557433896951336,Donald,Hughes,M,6475 Nicole Place,Toledo,OH,43609,41.6298,-83.5773,316948,"Nurse, learning disability",1996-10-16,248636562977,adults_2550_male_urban.json,072c4647483f240ef5ac44fbba054724,2019-08-10,09:24:18,1565409258,misc_net,51.94,0,fraud_Bogisich-Homenick,42.4446,-83.228871
30050905,593-79-2564,569006108066,Kellie,Bailey,F,529 Jennifer Square,Phoenix,AZ,85044,33.3291,-111.9943,1312922,"Physicist, medical",1975-02-26,622712238728,adults_2550_female_urban.json,bab408779be7b72b5f64c99e5624c641,2020-03-01,23:18:06,1583084886,entertainment,10.76,0,fraud_Brown-Greenholt,32.629753,-111.53118
14098392,064-80-7053,6011213505600703,Daniel,Foley,M,5823 Richard Forest,Prior Lake,MN,55372,44.7107,-93.4101,29811,"Engineer, mining",1944-06-03,863947418962,adults_50up_male_urban.json,edd7521e8ee8d48aac38723e18401eac,2020-10-25,15:57:07,1603621627,personal_care,17.19,0,fraud_Bins-Howell,43.98442,-93.273428
5704053,698-76-0167,2296696957649795,Brandon,Smith,M,1056 Dean Heights,Pembroke,NC,28372,34.6902,-79.1834,14783,"Designer, exhibition/display",1957-03-24,644009720791,adults_50up_male_urban.json,483306e1cff7d76136435df668cc5103,2019-08-25,10:56:24,1566710784,misc_pos,7.24,0,fraud_Kemmer-Buckridge,34.842046,-78.74185
19847767,275-15-6395,4374950463578616059,Lee,Johnston,M,8368 Ward Dam Apt. 671,Redwood Valley,CA,95470,39.2779,-123.2243,6032,Medical illustrator,2003-11-23,963658108263,young_adults_male_urban.json,23e75d8dd84f78f0caaa9abf2c2f3503,2020-06-12,20:31:33,1591974093,health_fitness,4.76,0,fraud_Romaguera Ltd,38.998654,-122.955458
9942526,109-75-0898,4775570729938628,Roger,Perkins,M,2325 Jacob Overpass,Toledo,OH,43623,41.708,-83.6434,316948,Chartered legal executive (England and Wales),1964-03-06,265639836196,adults_50up_male_urban.json,ca9d71a7e3230fcf47dd902d03486680,2020-06-05,16:32:44,1591354964,health_fitness,243.13,0,fraud_Waters-Cruickshank,42.409404,-83.922084
11157160,673-52-4234,6011120549437697,Amy,Williams,F,41283 Burns Isle Suite 369,Mason City,IA,50401,43.1499,-93.1954,29837,Insurance broker,1994-04-20,648213111303,adults_2550_female_urban.json,48b05b50d8664b7d2b7849fb9ca87229,2019-08-01,06:51:08,1564622468,misc_pos,61.76,0,fraud_Balistreri-Nader,43.728731,-94.122172
20616204,637-97-8833,583036100464,Teresa,Huynh,F,00199 Smith Road Suite 264,Colby,WI,54421,44.9117,-90.3144,3455,Personal assistant,1942-01-02,494537066427,adults_50up_female_urban.json,d1ba24a30d3075ae7b6cfe1602fb80df,2019-02-11,05:29:17,1549843157,gas_transport,82.7,0,fraud_Bernhard Inc,44.763935,-89.976879
15382288,628-77-3607,213158047775886,Shelly,Morris,F,62412 Dana Lodge,Malden,MA,2148,42.4291,-71.0605,59503,Network engineer,1979-08-28,190817921961,adults_2550_female_urban.json,4c2eef2118e2bc5b6c8d694df4dc8e78,2020-12-03,21:07:47,1607009867,personal_care,62.15,0,fraud_Prosacco LLC,41.468045,-71.962941
7401203,810-37-7182,3555584006923789,Stephanie,Hill,F,56796 Douglas Groves,Miami,FL,33134,25.768,-80.2714,1737737,Passenger transport manager,1944-01-19,163751878068,adults_50up_female_urban.json,1bcd94428d2ea4e8ec285210c785dc72,2019-10-11,00:50:08,1570735208,shopping_net,67.55,0,fraud_Volkman-Predovic,25.120473,-80.014809
266466,643-09-6596,4493944301975235395,John,Wood,M,316 Little Branch,Rogers,AR,72756,36.3363,-94.1148,71942,"Therapist, nutritional",1979-11-01,366380848026,adults_2550_male_urban.json,cbd2a049f1a1cd22636d8b6b2df2481f,2020-08-15,15:36:51,1597486011,home,67.02,0,fraud_Botsford PLC,36.240297,-94.956756
25749040,763-99-9756,180051771393399,Jason,Mcdowell,M,8668 Wendy Ports,Dumfries,VA,22026,38.5669,-77.2921,31637,Commercial art gallery manager,1960-07-11,460369848802,adults_50up_male_urban.json,1aef77fd68212e3a418e23aff9ae134c,2019-06-22,06:51:26,1561166486,grocery_pos,7.34,0,"fraud_Casper, Hand and Zulauf",37.838652,-76.468855
7448325,275-02-6927,6502649875725248,Nicole,Taylor,F,229 Martinez Stravenue Apt. 790,Spokane,WA,99218,47.7556,-117.4146,342856,Games developer,1956-07-17,755692632401,adults_50up_female_urban.json,3e63a636ffa65b551f7aac8ca68ab89e,2020-04-17,19:32:56,1587132176,food_dining,14.57,0,fraud_Zboncak Ltd,47.92251,-118.215121
4274982,886-58-3587,3544755682542770,Sean,Martinez,M,516 Cooke Canyon Apt. 184,Hermon,NY,13652,44.4448,-75.1987,1815,Sports administrator,1978-12-20,392047453617,adults_2550_male_rural.json,d3447256f1343c2df5871c599f27ef0d,2019-06-03,09:07:56,1559533076,grocery_pos,85.96,0,fraud_Cole PLC,44.458057,-75.200469
5591262,040-25-8903,375975276348679,Michael,Juarez,M,76744 Castillo Stream,Dayton,OH,45459,39.6464,-84.1717,479994,Dancer,1949-09-15,113784740309,adults_50up_male_urban.json,d883e08e256063df341242ea7f18a43a,2020-03-07,11:05:30,1583559330,food_dining,56.02,0,fraud_Runte-Mohr,40.144201,-83.437966
6561582,475-66-9900,3549398140037607,Robert,Cook,M,5231 Timothy Road,Chula Vista,CA,91914,32.6588,-116.9652,239879,Environmental manager,1973-06-16,415672502671,adults_50up_male_urban.json,590e5252c3e60b1e5aab75094217c811,2019-06-23,01:01:01,1561231861,grocery_pos,32.04,0,fraud_Kilback LLC,32.688314,-117.932325
25738146,625-61-0641,4358612236971190,Richard,Flores,M,6390 Brown Garden Suite 857,Tucson,AZ,85704,32.3379,-110.9855,865276,"Designer, blown glass/stained glass",1961-12-06,415613064131,adults_50up_male_urban.json,eb9a0e708c9862220a07c2029689ec99,2019-06-13,00:17:18,1560365238,grocery_pos,4.15,0,"fraud_Osinski, Ledner and Leuschke",32.556106,-111.527911
31322796,138-43-8610,3544553190559984,Bradley,Odom,M,44485 Margaret Mountain Apt. 749,Indianapolis,IN,46217,39.6782,-86.1976,910148,Maintenance engineer,1989-06-24,627018409739,adults_2550_male_urban.json,fc05b12690808df7f655e7a5f524ae8d,2019-06-17,08:46:28,1560741388,grocery_pos,41.54,0,fraud_Doyle Ltd,40.115582,-86.894134
28571121,163-49-7098,30475857281909,James,Smith,M,10032 Burton Inlet,Woodland Hills,CA,91364,34.1557,-118.6,65351,Trading standards officer,1997-04-16,463313359882,adults_2550_male_urban.json,b157d8d037c27058db34f78cc9c89443,2019-02-19,07:42:54,1550542374,gas_transport,74.76,0,fraud_Ledner-Pfannerstill,34.816284,-118.622952
15046339,668-55-3812,4813705741037629,Casey,Farrell,F,415 Michael Wells Apt. 851,Raleigh,NC,27613,35.8949,-78.7051,489514,Plant breeder/geneticist,1975-04-12,344603559049,adults_2550_female_urban.json,92b518e6375fe93618e9b60f7ddf45c1,2020-05-14,17:06:06,1589456166,food_dining,119.74,0,"fraud_Lakin, Ferry and Beatty",34.898446,-79.67841
11828289,078-10-5163,4424364011204252,Alexis,Olson,F,292 Dustin Dale Suite 944,Bronx,NY,10475,40.8729,-73.8278,1382480,Forensic psychologist,1957-06-19,324016537201,adults_50up_female_urban.json,a9d129ea0424a36d943bc4aac890bb7c,2019-11-19,05:12:03,1574120523,shopping_pos,63.93,0,"fraud_Watsica, Haag and Considine",40.472287,-73.326118
7510142,256-63-7209,4777823941233932,Sabrina,Green,F,15870 Mills Row Suite 517,Beaumont,CA,92223,33.9504,-116.9701,43605,Financial manager,1940-07-05,753972333540,adults_50up_female_urban.json,c8dbd135a374e91faa672c829fc5813a,2020-08-25,13:01:37,1598340697,kids_pets,37.62,0,"fraud_Lowe, Dietrich and Erdman",33.347811,-117.574745
18352275,838-86-0795,630423120389,Jesus,Brown,M,700 Smith Pines Suite 840,Cleburne,TX,76033,32.3509,-97.4103,42578,Retail buyer,1957-07-12,767996662339,adults_50up_male_urban.json,02178d12cc3c20801c3345507b98e2c0,2019-11-09,05:08:33,1573256313,shopping_pos,74.97,0,"fraud_Quitzon, Green and Bashirian",32.1537,-96.484523
18018916,702-86-4133,38532366860425,Melissa,Reed,F,97922 Brenda Locks Suite 326,Arcade,NY,14009,42.563,-78.4134,5672,Management consultant,1975-03-15,960566275597,adults_2550_female_urban.json,f5ece55967608ab102e97ced7b5aeca8,2020-01-23,22:25:49,1579798549,entertainment,85.53,0,fraud_Spencer PLC,43.275376,-78.757028
28922716,396-31-2449,180052380196561,Michelle,Melton,F,5702 Tara Common,Hialeah,FL,33012,25.8654,-80.3059,347944,Operations geologist,1985-12-26,445419600150,adults_2550_female_urban.json,a7f06d343b56d0c8cc0ccbb4aef9245a,2020-07-07,14:05:38,1594110938,home,271.61,0,fraud_Pollich LLC,26.650587,-80.572891
23499906,685-09-1410,180017457481790,Danielle,Ross,F,2378 Jennifer Parkway,Plainfield,IL,60585,41.6558,-88.2203,94521,Musician,1994-02-15,409660959042,adults_2550_female_urban.json,73cca5d12a98bcfb43a82b520030be07,2020-10-22,18:10:23,1603370423,kids_pets,48.02,0,"fraud_Romaguera, Wehner and Tromp",41.266104,-88.71723
21722994,581-70-1098,345237838451807,Zachary,Bolton,M,195 Paul Squares Apt. 467,Seattle,WA,98104,47.6036,-122.3256,837792,Logistics and distribution manager,1978-07-14,978844171753,adults_2550_male_urban.json,5debc1278c8bbf3f4f7709b1d33a60ca,2019-05-19,00:52:20,1558207340,grocery_net,5.01,0,"fraud_Kohler, Lindgren and Koelpin",46.742493,-122.63517
28008517,187-07-0882,38349319727753,David,Anderson,M,622 Robert Villages,Rockford,IL,61102,42.2547,-89.1247,189162,Clinical molecular geneticist,1985-05-25,944661610322,adults_2550_male_urban.json,93a76cbab030bd2fafed1bbf027f715b,2020-09-25,18:22:53,1601038373,home,1.21,0,"fraud_Cole, Hills and Jewess",43.106158,-89.711204
33947752,886-35-4412,30211216826435,Brian,Hill,M,35411 Deborah Lane Suite 587,Coventry,RI,2816,41.6914,-71.5768,32611,Music therapist,1996-02-02,693151857615,adults_2550_male_urban.json,682e17ebccaa3bf380134326fce28906,2019-03-24,09:35:19,1553400319,gas_transport,59.64,0,fraud_Prohaska-Murray,42.580215,-71.00219
32349766,213-35-5767,3559143624176456,Lauren,Williams,F,0484 Brandon Path Apt. 869,Gladys,VA,24554,37.1386,-79.1048,3995,Community pharmacist,1960-03-31,473209292092,adults_50up_female_urban.json,f01a1c5025a4b372a8efd295d9d2da3b,2020-12-30,12:55:35,1609313135,travel,6.67,0,"fraud_Kunze, Larkin and Mayert",37.243472,-78.86493
34177063,808-35-1379,6562821337158980,Travis,Atkins,M,037 Thomas Drive,Portland,TN,37148,36.5673,-86.5059,22320,Product manager,1968-03-26,965895833622,adults_50up_male_urban.json,375e0f6f388d86b83e80f9e69965b20c,2019-07-17,10:51:43,1563340903,misc_net,147.39,0,fraud_Bednar Group,36.494386,-86.191071
34482812,056-46-1099,4004621644974264,Kevin,Stewart,M,03954 Haley Row,Moreno Valley,CA,92553,33.9157,-117.2351,193933,Risk manager,1959-05-05,389065881684,adults_50up_male_urban.json,2e449269eec91b251999bb711050b2e9,2019-11-12,04:55:26,1573514726,shopping_pos,4.05,0,"fraud_Okuneva, Schneider and Rau",33.44697,-118.107117
2213511,487-33-4830,4347550136763636,Sarah,Norton,F,4772 Charles Tunnel,Hackettstown,NJ,7840,40.8529,-74.8343,29849,Careers adviser,1986-04-22,765043029031,adults_2550_female_urban.json,f5bf7e75e0c07b5f45bd04b9713b6f47,2020-12-04,18:50:50,1607088050,personal_care,68.26,0,"fraud_Nienow, Barrows and Romaguera",40.21735,-73.900019
4244254,817-96-0818,4650196183012260,Alexander,Mueller,M,58867 Brandon Lodge Suite 052,Oakland,CA,94610,37.8126,-122.2443,381459,Barista,2001-07-11,877550684784,young_adults_male_urban.json,007eeebc0497bba31919b42844698e90,2020-12-12,12:35:26,1607756726,personal_care,5.35,0,"fraud_Medhurst, Cartwright and Ebert",37.701103,-122.29428
21588661,445-72-7310,376939171024115,Joseph,Morgan,M,67880 Robert Oval Suite 987,Brooklyn,NY,11208,40.6762,-73.8736,2504700,Minerals surveyor,1986-12-23,416226359420,adults_2550_male_urban.json,a0f9de5443e0e87d3dadaa8950dc92bc,2019-01-13,11:49:16,1547360356,gas_transport,48.87,0,fraud_Huels-Hahn,39.859711,-74.102775
19776761,260-52-7648,2713466109436268,Christopher,French,M,772 Holden Creek Apt. 985,Dayton,OH,45416,39.8011,-84.2578,479994,Trading standards officer,2003-10-15,372665924953,young_adults_male_urban.json,bf664b26ff87eed486db78eaf3d0c9de,2020-05-24,13:26:53,1590307013,food_dining,70.28,0,"fraud_Kutch, Steuber and Gerhold",40.506691,-83.659521
7418634,536-65-0813,4020536126466148434,Chloe,Rios,F,463 Pennington Prairie Suite 638,Rochester,NY,14615,43.2058,-77.6521,478127,Exhibition designer,1966-03-30,439649607072,adults_50up_female_urban.json,57df75000e15f435f2c9ae9946d959bc,2020-02-18,10:33:26,1582002206,food_dining,63.47,0,"fraud_Lesch, D'Amore and Brown",42.761023,-77.655372
22660464,549-64-9599,4325989609939479,Heather,Brooks,F,4328 Kayla Walks,Hopkins,MN,55343,44.914,-93.4481,43301,Child psychotherapist,1985-04-04,281732003277,adults_2550_female_urban.json,166966158fb7ae3c844995df666ecbba,2019-06-21,09:18:59,1561088939,misc_net,206.41,0,fraud_Ruecker Group,44.427545,-92.549381
1273403,288-70-3012,60472820624,Pamela,Lewis,F,255 Christopher Creek Apt. 632,New York City,NY,10024,40.7864,-73.9764,1577385,Armed forces logistics/support/administrative officer,1994-04-22,383043799595,adults_2550_female_urban.json,f8cccef9daeea8ca8abfc3811c6d1efa,2020-09-24,20:21:32,1600959092,kids_pets,41.52,0,fraud_Rau-Grant,40.816742,-74.803033
31467802,320-20-1883,3577568237394468,Patrick,Strickland,M,9394 Luke Motorway,Weaubleau,MO,65774,37.8804,-93.5344,953,Accounting technician,1999-04-03,416282870686,young_adults_male_rural.json,3a3b95d87b7e5d5249f654e8109d5fa4,2019-03-29,04:27:12,1553813832,gas_transport,129.45,0,fraud_Luettgen PLC,37.547508,-94.089151
23774433,243-39-7369,3511977056708196,Jacqueline,Le,F,883 Stephanie Isle,Kirkland,WA,98034,47.7188,-122.1966,74745,Quantity surveyor,1998-08-06,885959501919,adults_2550_female_urban.json,2fa546aab6383f8aa09080bec4f498c2,2019-12-29,18:39:19,1577624959,shopping_pos,3.6,0,"fraud_Bernhard, Grant and Langworth",46.938243,-122.808207
25287270,269-43-5103,3506925438374275,Seth,Perry,M,37833 Molina Haven,Duluth,MN,55803,46.8749,-92.0941,116688,Recruitment consultant,1947-03-14,252500153145,adults_50up_male_urban.json,4efacd34c0f71da0b869f82dbad455d1,2019-05-14,10:32:25,1557810145,grocery_pos,87.1,0,fraud_Kiehn-Emmerich,47.52621,-92.597499
10450872,335-28-2916,4863482282885902,Lisa,Mendez,F,6089 Susan Walk,Lucerne,IN,46950,40.8614,-86.4077,643,"Engineer, maintenance",1930-03-01,685073203258,adults_50up_female_rural.json,fa1d35033ce606584a492a1baa243a75,2020-10-29,18:48:37,1603977517,kids_pets,16.98,0,fraud_Schoen Ltd,40.974383,-86.421661
12501838,207-11-2607,4932796114528,Damon,Lee,M,48901 Holmes Forest,Lakewood,CA,90715,33.8405,-118.0767,79812,Patent attorney,2003-02-21,656188286380,young_adults_male_urban.json,5511963d1447a3796598371594da1512,2020-12-13,23:54:17,1607883857,personal_care,40.77,0,"fraud_Schoen, Nienow and Bauch",34.031147,-117.638011
25162368,145-03-6519,4461189787377,Briana,White,F,9338 Justin Station Apt. 716,San Jose,CA,95110,37.3391,-121.9016,973849,Art therapist,2004-01-19,270550224877,young_adults_female_urban.json,e4659d2bb8fec0475cefafc096684fb1,2020-06-03,15:54:21,1591179861,food_dining,5.13,0,"fraud_Hagenes, Kohler and Hoppe",38.169969,-121.328599
33095969,074-25-8321,4595448021757298097,Robert,Harris,M,557 Cassidy Flats,Camp Hill,AL,36850,32.7827,-85.6474,2630,English as a second language teacher,1950-08-04,462556286298,adults_50up_male_urban.json,38a9b146c02c248d6e8408d4745aa041,2020-03-06,04:41:40,1583449900,food_dining,11.54,0,fraud_Kihn-Schuster,32.991165,-85.334849
26884817,775-18-4804,3533023575775657,Evan,Black,M,7846 Daniel Cove Suite 623,Portland,OR,97214,45.5142,-122.6364,841711,Maintenance engineer,2001-12-22,112741270246,young_adults_male_urban.json,713b11d60bb6f0afc394b88fd9a80bc9,2019-03-23,04:28:25,1553295505,gas_transport,77.48,0,fraud_Cummerata-Jones,45.785883,-121.953714
